scale_label,official_id,query_name,run_phase,candidate_count,global_best_candidate_id,global_best_g_class,global_best_group,global_best_p95_latency_ms,activated_best_candidate_id,activated_best_g_class,activated_best_group,activated_best_p95_latency_ms,activated_regret,primary_best_candidate_id,primary_best_g_class,primary_best_p95_latency_ms,primary_regret,secondary_best_candidate_id,secondary_best_g_class,secondary_best_p95_latency_ms,control_best_candidate_id,control_best_g_class,control_best_p95_latency_ms,activated_top1_preserved,primary_top1_preserved
sf1,INS3,INS3_AddLikeToComment,cold,2,ldbc_snb_ins3_g6_c1c01729,G6,primary,1.2353182304650543,ldbc_snb_ins3_g6_c1c01729,G6,primary,1.2353182304650543,0.0,ldbc_snb_ins3_g6_c1c01729,G6,1.2353182304650543,0.0,,,,,,,True,True
sf1,INS3,INS3_AddLikeToComment,hot,2,ldbc_snb_ins3_g6_c1c01729,G6,primary,1.0541439056396484,ldbc_snb_ins3_g6_c1c01729,G6,primary,1.0541439056396484,0.0,ldbc_snb_ins3_g6_c1c01729,G6,1.0541439056396484,0.0,,,,,,,True,True
sf1,INS4,INS4_AddForum,cold,2,ldbc_snb_ins4_g3_b5f0ac72,G3,primary,2.206398081034421,ldbc_snb_ins4_g3_b5f0ac72,G3,primary,2.206398081034421,0.0,ldbc_snb_ins4_g3_b5f0ac72,G3,2.206398081034421,0.0,,,,,,,True,True
sf1,INS4,INS4_AddForum,hot,2,ldbc_snb_ins4_g3_b5f0ac72,G3,primary,1.4519527088850737,ldbc_snb_ins4_g3_b5f0ac72,G3,primary,1.4519527088850737,0.0,ldbc_snb_ins4_g3_b5f0ac72,G3,1.4519527088850737,0.0,,,,,,,True,True
sf1,INS5,INS5_AddForumMembership,cold,2,ldbc_snb_ins5_g6_9496cfdb,G6,primary,1.2192800641059875,ldbc_snb_ins5_g6_9496cfdb,G6,primary,1.2192800641059875,0.0,ldbc_snb_ins5_g6_9496cfdb,G6,1.2192800641059875,0.0,,,,,,,True,True
sf1,INS5,INS5_AddForumMembership,hot,2,ldbc_snb_ins5_g6_9496cfdb,G6,primary,0.6805679993703961,ldbc_snb_ins5_g6_9496cfdb,G6,primary,0.6805679993703961,0.0,ldbc_snb_ins5_g6_9496cfdb,G6,0.6805679993703961,0.0,,,,,,,True,True
sf1,INS6,INS6_AddPost,cold,4,ldbc_snb_ins6_g7_2ba4aefb,G7,secondary_affected,1.7689457163214684,ldbc_snb_ins6_g7_2ba4aefb,G7,secondary_affected,1.7689457163214684,0.0,ldbc_snb_ins6_g3_d110d93b,G3,2.5986132677644487,0.4690180958001799,ldbc_snb_ins6_g7_2ba4aefb,G7,1.7689457163214684,,,,True,False
sf1,INS6,INS6_AddPost,hot,4,ldbc_snb_ins6_g7_2ba4aefb,G7,secondary_affected,1.7574992030858994,ldbc_snb_ins6_g7_2ba4aefb,G7,secondary_affected,1.7574992030858994,0.0,ldbc_snb_ins6_g3_d110d93b,G3,2.188490843400359,0.24523006301095585,ldbc_snb_ins6_g7_2ba4aefb,G7,1.7574992030858994,,,,True,False
sf1,INS7,INS7_AddComment,cold,4,ldbc_snb_ins7_g7_c86de251,G7,secondary_affected,0.9729030774906277,ldbc_snb_ins7_g7_c86de251,G7,secondary_affected,0.9729030774906277,0.0,ldbc_snb_ins7_g3_e7300dd8,G3,1.4969140756875274,0.5386055510775664,ldbc_snb_ins7_g7_c86de251,G7,0.9729030774906277,,,,True,False
sf1,INS7,INS7_AddComment,hot,4,ldbc_snb_ins7_g7_c86de251,G7,secondary_affected,1.5986245591193438,ldbc_snb_ins7_g7_c86de251,G7,secondary_affected,1.5986245591193438,0.0,ldbc_snb_ins7_g0_1f628fad,G0,1.8349946942180395,0.1478584410268964,ldbc_snb_ins7_g7_c86de251,G7,1.5986245591193438,,,,True,False
sf1,INS8,INS8_AddFriendship,cold,2,ldbc_snb_ins8_g3_8e5c5f42,G3,primary,1.3862743508070705,ldbc_snb_ins8_g3_8e5c5f42,G3,primary,1.3862743508070705,0.0,ldbc_snb_ins8_g3_8e5c5f42,G3,1.3862743508070705,0.0,,,,,,,True,True
sf1,INS8,INS8_AddFriendship,hot,2,ldbc_snb_ins8_g3_8e5c5f42,G3,primary,0.8583541493862863,ldbc_snb_ins8_g3_8e5c5f42,G3,primary,0.8583541493862863,0.0,ldbc_snb_ins8_g3_8e5c5f42,G3,0.8583541493862863,0.0,,,,,,,True,True
