dataset,scale_label,query_name,global_best_g_class,global_best_p95,schema_lens_selected_space,baseline_available_count,baseline_hit_count,baseline_miss_count,baseline_mean_miss_regret,baseline_max_miss_regret,baseline_has_strong_miss,baseline_hit_details,baseline_miss_details,random_k_top1_or_probability,random_k_expected_p95,random_k_regret,ablation_available_count,ablation_hit_count,ablation_miss_count,ablation_mean_miss_regret,ablation_max_miss_regret,ablation_has_strong_miss,ablation_hit_details,ablation_miss_details,case_focus,selected_root,Rc,D,Re,DeltaRratio,dominant_semantic_type,update_volatility_max,observed_sharedness_max,query_family,query_type,baseline_score,ablation_score,joint_score,case_type
ldbc_snb,sf1,IC3_FriendsAndFriendsOfFriendsInCountries,G7,3664.1984829446296,G0|G3|G7|G9,4,2,2,0.07386740457599465,0.0881125970573159,0,always_reference->G7 p95=3664.198 delta=0.000 regret=0.000; depth_only->G7 p95=3664.198 delta=0.000 regret=0.000,always_embed->G9 p95=3882.666 delta=218.468 regret=0.060; relationship_type_only->G3 p95=3987.061 delta=322.862 regret=0.088,1.0,3664.1984829446296,0.0,6,5,1,0.1130611500573492,0.1130611500573492,1,no_relationship_semantics->G7 p95=3664.198 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3); no_depth->G7 p95=3664.198 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3); no_residual_traversal->G7 p95=3664.198 delta=0.000 regret=0.000 (space=G0|G7; removed=G3|G9); no_sharedness->G7 p95=3664.198 delta=0.000 regret=0.000 (space=G0|G7; removed=G3|G9); no_relationship_semantics_no_depth->G7 p95=3664.198 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3),no_update_volatility->G0 p95=4078.477 delta=414.278 regret=0.113 (space=G0; removed=G3|G7|G9),,,,,,,,,,,,4.161980001633311,2.2261223001146986,7.501163451805359,ablation_moderate
imdb,sf1,QG6_EpisodesOfSeries,G7,2.2719003987731408,G3|G7|G8|G9,4,2,2,0.0392045914284032,0.0645229867204636,0,always_reference->G7 p95=2.272 delta=0.000 regret=0.000; relationship_type_only->G7 p95=2.272 delta=0.000 regret=0.000,always_embed->G4 p95=2.303 delta=0.032 regret=0.014; depth_only->G2 p95=2.418 delta=0.147 regret=0.065,0.428,2.3105568259714344,0.0170150184485062,6,5,1,0.0981826957324521,0.0981826957324521,0,no_relationship_semantics->G7 p95=2.272 delta=0.000 regret=0.000 (space=G7|G9; removed=G3|G8); no_depth->G7 p95=2.272 delta=0.000 regret=0.000 (space=G3|G7|G9; removed=G8); no_residual_traversal->G7 p95=2.272 delta=0.000 regret=0.000 (space=G3|G7; removed=G8|G9); no_sharedness->G7 p95=2.272 delta=0.000 regret=0.000 (space=G3|G7|G8|G9); no_relationship_semantics_no_depth->G7 p95=2.272 delta=0.000 regret=0.000 (space=G7|G9; removed=G3|G8),no_update_volatility->G3 p95=2.495 delta=0.223 regret=0.098 (space=G3|G8|G9; removed=G7),containment / low-sharedness traversal,Series,1.0,1.0,0.0,1.0,none,0.0,1.0,,select,4.103727578148867,2.196365391464904,7.3982756653462225,weak_or_redundant
fiben,sf1,Q6_TechUSListedSecuritiesWithHighLastTradedValue,G9,0.3859236370772123,G1|G3|G5|G7|G9,4,2,2,0.0744188836107523,0.1057958308311154,1,always_embed->G9 p95=0.386 delta=0.000 regret=0.000; depth_only->G9 p95=0.386 delta=0.000 regret=0.000,always_reference->G7 p95=0.403 delta=0.017 regret=0.043; relationship_type_only->G3 p95=0.427 delta=0.041 regret=0.106,0.833,0.3886976574838626,0.007188003377195,6,5,1,0.0430419363903892,0.0430419363903892,0,no_relationship_semantics->G9 p95=0.386 delta=0.000 regret=0.000 (space=G7|G9; removed=G1|G3|G5); no_depth->G9 p95=0.386 delta=0.000 regret=0.000 (space=G1|G3|G5|G7|G9); no_sharedness->G9 p95=0.386 delta=0.000 regret=0.000 (space=G1|G3|G7|G9; removed=G5); no_update_volatility->G9 p95=0.386 delta=0.000 regret=0.000 (space=G1|G3|G5|G9; removed=G7); no_relationship_semantics_no_depth->G9 p95=0.386 delta=0.000 regret=0.000 (space=G7|G9; removed=G1|G3|G5),no_residual_traversal->G7 p95=0.403 delta=0.017 regret=0.043 (space=G1|G3|G5|G7; removed=G9),,,,,,,,,,,,4.180214714441868,2.0860838727807787,7.309340523613036,baseline_strong
ldbc_snb,sf3,IC3_FriendsAndFriendsOfFriendsInCountries,G7,5790.021879947744,G0|G3|G7|G9,4,2,2,0.01581552224336245,0.0262139148324348,0,always_reference->G7 p95=5790.022 delta=0.000 regret=0.000; depth_only->G7 p95=5790.022 delta=0.000 regret=0.000,always_embed->G9 p95=5821.387 delta=31.365 regret=0.005; relationship_type_only->G0 p95=5941.801 delta=151.779 regret=0.026,1.0,5790.021879947744,0.0,6,5,1,0.0262139148324348,0.0262139148324348,0,no_relationship_semantics->G7 p95=5790.022 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3); no_depth->G7 p95=5790.022 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3); no_residual_traversal->G7 p95=5790.022 delta=0.000 regret=0.000 (space=G0|G7; removed=G3|G9); no_sharedness->G7 p95=5790.022 delta=0.000 regret=0.000 (space=G0|G7; removed=G3|G9); no_relationship_semantics_no_depth->G7 p95=5790.022 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3),no_update_volatility->G0 p95=5941.801 delta=151.779 regret=0.026 (space=G0; removed=G3|G7|G9),,,,,,,,,,,,4.042029437075797,2.05242782966487,7.120671181573102,weak_or_redundant
imdb,sf0.25,QG10_AdvancedSearchWatchItems,G9,115.31208974847686,G0|G2|G3|G4|G5|G6|G7|G8|G9,4,2,2,0.0227482131836002,0.0227482131836002,0,always_embed->G9 p95=115.312 delta=0.000 regret=0.000; depth_only->G9 p95=115.312 delta=0.000 regret=0.000,always_reference->G3 p95=117.935 delta=2.623 regret=0.023; relationship_type_only->G3 p95=117.935 delta=2.623 regret=0.023,1.0,115.31208974847686,0.0,6,5,1,0.0227482131836002,0.0227482131836002,0,no_relationship_semantics->G9 p95=115.312 delta=0.000 regret=0.000 (space=G0|G4|G7|G9; removed=G2|G3|G5|G6|G8); no_depth->G9 p95=115.312 delta=0.000 regret=0.000 (space=G0|G2|G3|G5|G6|G7|G9; removed=G4|G8); no_sharedness->G9 p95=115.312 delta=0.000 regret=0.000 (space=G0|G2|G3|G4|G7|G8|G9; removed=G5|G6); no_update_volatility->G9 p95=115.312 delta=0.000 regret=0.000 (space=G0|G2|G3|G4|G5|G6|G8|G9; removed=G7); no_relationship_semantics_no_depth->G9 p95=115.312 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G2|G3|G4|G5|G6|G8),no_residual_traversal->G3 p95=117.935 delta=2.623 regret=0.023 (space=G0|G2|G3|G5|G6|G7; removed=G4|G8|G9),association / sharedness / filtered search,WatchItem,4.0,1.0,0.0,1.0,none,0.1,644278.0,,select,4.045496426367201,2.0454964263672,7.113741065918001,weak_or_redundant
imdb,sf1,QG10_AdvancedSearchWatchItems,G9,299.80202334627387,G0|G2|G3|G4|G5|G6|G7|G8|G9,4,2,2,0.0018222478860061,0.0018222478860061,0,always_embed->G9 p95=299.802 delta=0.000 regret=0.000; depth_only->G9 p95=299.802 delta=0.000 regret=0.000,always_reference->G3 p95=300.348 delta=0.546 regret=0.002; relationship_type_only->G3 p95=300.348 delta=0.546 regret=0.002,1.0,299.80202334627387,0.0,6,5,1,0.0018222478860061,0.0018222478860061,0,no_relationship_semantics->G9 p95=299.802 delta=0.000 regret=0.000 (space=G0|G4|G7|G9; removed=G2|G3|G5|G6|G8); no_depth->G9 p95=299.802 delta=0.000 regret=0.000 (space=G0|G2|G3|G5|G6|G7|G9; removed=G4|G8); no_sharedness->G9 p95=299.802 delta=0.000 regret=0.000 (space=G0|G2|G3|G4|G7|G8|G9; removed=G5|G6); no_update_volatility->G9 p95=299.802 delta=0.000 regret=0.000 (space=G0|G2|G3|G4|G5|G6|G8|G9; removed=G7); no_relationship_semantics_no_depth->G9 p95=299.802 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G2|G3|G4|G5|G6|G8),no_residual_traversal->G3 p95=300.348 delta=0.546 regret=0.002 (space=G0|G2|G3|G5|G6|G7; removed=G4|G8|G9),association / sharedness / filtered search,WatchItem,4.0,1.0,0.0,1.0,none,0.1,644278.0,,select,4.003644495772011,2.0036444957720123,7.00911123943003,weak_or_redundant
imdb,sf0.25,QG8_AddPersonRoleToWatchItem,G0,0.4179502480837982,G0|G2|G3|G4|G5|G6,4,1,3,0.2737711044723768,0.5534264023884681,1,always_reference->G0 p95=0.418 delta=0.000 regret=0.000,always_embed->G2 p95=0.465 delta=0.047 regret=0.113; depth_only->G9 p95=0.483 delta=0.065 regret=0.155; relationship_type_only->G5 p95=0.649 delta=0.231 regret=0.553,0.679,0.4222659489179932,0.0103258721677554,6,6,0,0.0,0.0,0,no_relationship_semantics->G0 p95=0.418 delta=0.000 regret=0.000 (space=G0|G4; removed=G2|G3|G5|G6); no_depth->G0 p95=0.418 delta=0.000 regret=0.000 (space=G0|G2|G3|G5|G6; removed=G4); no_residual_traversal->G0 p95=0.418 delta=0.000 regret=0.000 (space=G0|G2|G3|G5|G6; removed=G4); no_sharedness->G0 p95=0.418 delta=0.000 regret=0.000 (space=G0|G2|G3|G4; removed=G5|G6); no_update_volatility->G0 p95=0.418 delta=0.000 regret=0.000 (space=G0|G2|G3|G4|G5|G6); no_relationship_semantics_no_depth->G0 p95=0.418 delta=0.000 regret=0.000 (space=G0; removed=G2|G3|G4|G5|G6),,,,,,,,,,,,,6.827197506860845,0.0,6.827197506860845,baseline_strong
ldbc_snb,sf0.1,IC1_TransitiveFriendsWithName,G0,407.6774085406214,G0|G3,4,2,2,0.2972527372547845,0.594505474509569,1,always_reference->G0 p95=407.677 delta=0.000 regret=0.000; relationship_type_only->G0 p95=407.677 delta=0.000 regret=0.000,always_embed-> p95=0.000 delta=-407.677 regret=0.000; depth_only->G3 p95=650.044 delta=242.366 regret=0.595,1.0,407.6774085406214,0.0,6,6,0,0.0,0.0,0,no_relationship_semantics->G0 p95=407.677 delta=0.000 regret=0.000 (space=G0; removed=G3); no_depth->G0 p95=407.677 delta=0.000 regret=0.000 (space=G0; removed=G3); no_residual_traversal->G0 p95=407.677 delta=0.000 regret=0.000 (space=G0; removed=G3); no_sharedness->G0 p95=407.677 delta=0.000 regret=0.000 (space=G0; removed=G3); no_update_volatility->G0 p95=407.677 delta=0.000 regret=0.000 (space=G0; removed=G3); no_relationship_semantics_no_depth->G0 p95=407.677 delta=0.000 regret=0.000 (space=G0; removed=G3),,official complex read / transitive association,Person,7.0,4.0,3.0,0.5714285714,association,1.0,1.0,complex_read,read,4.891758211764354,0.0,4.891758211764354,baseline_strong
ldbc_snb,sf3,IC2_RecentMessagesByFriends,G0,36.35683855973183,G0|G3,4,2,2,0.1986012746321741,0.3972025492643482,1,always_reference->G0 p95=36.357 delta=0.000 regret=0.000; relationship_type_only->G0 p95=36.357 delta=0.000 regret=0.000,always_embed-> p95=0.000 delta=-36.357 regret=0.000; depth_only->G3 p95=50.798 delta=14.441 regret=0.397,1.0,36.35683855973184,0.0,6,6,0,0.0,0.0,0,no_relationship_semantics->G0 p95=36.357 delta=0.000 regret=0.000 (space=G0; removed=G3); no_depth->G0 p95=36.357 delta=0.000 regret=0.000 (space=G0; removed=G3); no_residual_traversal->G0 p95=36.357 delta=0.000 regret=0.000 (space=G0; removed=G3); no_sharedness->G0 p95=36.357 delta=0.000 regret=0.000 (space=G0; removed=G3); no_update_volatility->G0 p95=36.357 delta=0.000 regret=0.000 (space=G0; removed=G3); no_relationship_semantics_no_depth->G0 p95=36.357 delta=0.000 regret=0.000 (space=G0; removed=G3),,,,,,,,,,,,,4.595803823896522,0.0,4.595803823896522,baseline_strong
ldbc_snb,sf3,IC1_TransitiveFriendsWithName,G0,5567.528298520482,G0|G3,4,2,2,0.10253443357128025,0.2050688671425605,1,always_reference->G0 p95=5567.528 delta=0.000 regret=0.000; relationship_type_only->G0 p95=5567.528 delta=0.000 regret=0.000,always_embed-> p95=0.000 delta=-5567.528 regret=0.000; depth_only->G3 p95=6709.255 delta=1141.727 regret=0.205,1.0,5567.528298520482,0.0,6,6,0,0.0,0.0,0,no_relationship_semantics->G0 p95=5567.528 delta=0.000 regret=0.000 (space=G0; removed=G3); no_depth->G0 p95=5567.528 delta=0.000 regret=0.000 (space=G0; removed=G3); no_residual_traversal->G0 p95=5567.528 delta=0.000 regret=0.000 (space=G0; removed=G3); no_sharedness->G0 p95=5567.528 delta=0.000 regret=0.000 (space=G0; removed=G3); no_update_volatility->G0 p95=5567.528 delta=0.000 regret=0.000 (space=G0; removed=G3); no_relationship_semantics_no_depth->G0 p95=5567.528 delta=0.000 regret=0.000 (space=G0; removed=G3),,official complex read / transitive association,Person,7.0,4.0,3.0,0.5714285714,association,1.0,1.0,complex_read,read,4.307603300713841,0.0,4.307603300713841,baseline_strong
ldbc_snb,sf1,IC1_TransitiveFriendsWithName,G0,2827.2060004761443,G0|G3,4,2,2,0.07966717904472095,0.1593343580894419,1,always_reference->G0 p95=2827.206 delta=0.000 regret=0.000; relationship_type_only->G0 p95=2827.206 delta=0.000 regret=0.000,always_embed-> p95=0.000 delta=-2827.206 regret=0.000; depth_only->G3 p95=3277.677 delta=450.471 regret=0.159,1.0,2827.2060004761443,0.0,6,6,0,0.0,0.0,0,no_relationship_semantics->G0 p95=2827.206 delta=0.000 regret=0.000 (space=G0; removed=G3); no_depth->G0 p95=2827.206 delta=0.000 regret=0.000 (space=G0; removed=G3); no_residual_traversal->G0 p95=2827.206 delta=0.000 regret=0.000 (space=G0; removed=G3); no_sharedness->G0 p95=2827.206 delta=0.000 regret=0.000 (space=G0; removed=G3); no_update_volatility->G0 p95=2827.206 delta=0.000 regret=0.000 (space=G0; removed=G3); no_relationship_semantics_no_depth->G0 p95=2827.206 delta=0.000 regret=0.000 (space=G0; removed=G3),,official complex read / transitive association,Person,7.0,4.0,3.0,0.5714285714,association,1.0,1.0,complex_read,read,4.239001537134163,0.0,4.239001537134163,baseline_strong
ldbc_snb,sf3,IC4_NewTopics,G0,62.66664217691868,G0|G3,4,2,2,0.0282523743225948,0.0565047486451896,0,always_reference->G0 p95=62.667 delta=0.000 regret=0.000; relationship_type_only->G0 p95=62.667 delta=0.000 regret=0.000,always_embed-> p95=0.000 delta=-62.667 regret=0.000; depth_only->G3 p95=66.208 delta=3.541 regret=0.057,1.0,62.66664217691868,0.0,6,6,0,0.0,0.0,0,no_relationship_semantics->G0 p95=62.667 delta=0.000 regret=0.000 (space=G0; removed=G3); no_depth->G0 p95=62.667 delta=0.000 regret=0.000 (space=G0; removed=G3); no_residual_traversal->G0 p95=62.667 delta=0.000 regret=0.000 (space=G0; removed=G3); no_sharedness->G0 p95=62.667 delta=0.000 regret=0.000 (space=G0; removed=G3); no_update_volatility->G0 p95=62.667 delta=0.000 regret=0.000 (space=G0; removed=G3); no_relationship_semantics_no_depth->G0 p95=62.667 delta=0.000 regret=0.000 (space=G0; removed=G3),,,,,,,,,,,,,4.084757122967784,0.0,4.084757122967784,weak_or_redundant
ldbc_snb,sf1,IC6_TagCoOccurrence,G0,82.23682607058436,G0|G3,4,2,2,0.0228677501041369,0.0457355002082738,0,always_reference->G0 p95=82.237 delta=0.000 regret=0.000; relationship_type_only->G0 p95=82.237 delta=0.000 regret=0.000,always_embed-> p95=0.000 delta=-82.237 regret=0.000; depth_only->G3 p95=85.998 delta=3.761 regret=0.046,1.0,82.23682607058436,0.0,6,6,0,0.0,0.0,0,no_relationship_semantics->G0 p95=82.237 delta=0.000 regret=0.000 (space=G0; removed=G3); no_depth->G0 p95=82.237 delta=0.000 regret=0.000 (space=G0; removed=G3); no_residual_traversal->G0 p95=82.237 delta=0.000 regret=0.000 (space=G0; removed=G3); no_sharedness->G0 p95=82.237 delta=0.000 regret=0.000 (space=G0; removed=G3); no_update_volatility->G0 p95=82.237 delta=0.000 regret=0.000 (space=G0; removed=G3); no_relationship_semantics_no_depth->G0 p95=82.237 delta=0.000 regret=0.000 (space=G0; removed=G3),,,,,,,,,,,,,4.06860325031241,0.0,4.06860325031241,weak_or_redundant
ldbc_snb,sf0.1,IC4_NewTopics,G0,15.355125255882738,G0|G3,4,2,2,0.0041701955649853,0.0083403911299706,0,always_reference->G0 p95=15.355 delta=0.000 regret=0.000; relationship_type_only->G0 p95=15.355 delta=0.000 regret=0.000,always_embed-> p95=0.000 delta=-15.355 regret=0.000; depth_only->G3 p95=15.483 delta=0.128 regret=0.008,1.0,15.355125255882738,0.0,6,6,0,0.0,0.0,0,no_relationship_semantics->G0 p95=15.355 delta=0.000 regret=0.000 (space=G0; removed=G3); no_depth->G0 p95=15.355 delta=0.000 regret=0.000 (space=G0; removed=G3); no_residual_traversal->G0 p95=15.355 delta=0.000 regret=0.000 (space=G0; removed=G3); no_sharedness->G0 p95=15.355 delta=0.000 regret=0.000 (space=G0; removed=G3); no_update_volatility->G0 p95=15.355 delta=0.000 regret=0.000 (space=G0; removed=G3); no_relationship_semantics_no_depth->G0 p95=15.355 delta=0.000 regret=0.000 (space=G0; removed=G3),,,,,,,,,,,,,4.0125105866949555,0.0,4.0125105866949555,weak_or_redundant
ldbc_snb,sf0.1,IC6_TagCoOccurrence,G0,49.4784573558718,G0|G3,4,2,2,0.00253232042081925,0.0050646408416385,0,always_reference->G0 p95=49.478 delta=0.000 regret=0.000; relationship_type_only->G0 p95=49.478 delta=0.000 regret=0.000,always_embed-> p95=0.000 delta=-49.478 regret=0.000; depth_only->G3 p95=49.729 delta=0.251 regret=0.005,1.0,49.4784573558718,0.0,6,6,0,0.0,0.0,0,no_relationship_semantics->G0 p95=49.478 delta=0.000 regret=0.000 (space=G0; removed=G3); no_depth->G0 p95=49.478 delta=0.000 regret=0.000 (space=G0; removed=G3); no_residual_traversal->G0 p95=49.478 delta=0.000 regret=0.000 (space=G0; removed=G3); no_sharedness->G0 p95=49.478 delta=0.000 regret=0.000 (space=G0; removed=G3); no_update_volatility->G0 p95=49.478 delta=0.000 regret=0.000 (space=G0; removed=G3); no_relationship_semantics_no_depth->G0 p95=49.478 delta=0.000 regret=0.000 (space=G0; removed=G3),,,,,,,,,,,,,4.007596961262458,0.0,4.007596961262458,weak_or_redundant
fiben,sf30,Q1_CompanyProfileIBM,G0,0.2247715950943529,G0,4,2,2,0.0,0.0,0,always_reference->G0 p95=0.225 delta=0.000 regret=0.000; relationship_type_only->G0 p95=0.225 delta=0.000 regret=0.000,always_embed-> p95=0.000 delta=-0.225 regret=0.000; depth_only-> p95=0.000 delta=-0.225 regret=0.000,0.497,0.2468909777177031,0.0984082646833784,6,6,0,0.0,0.0,0,no_relationship_semantics->G0 p95=0.225 delta=0.000 regret=0.000 (space=G0); no_depth->G0 p95=0.225 delta=0.000 regret=0.000 (space=G0); no_residual_traversal->G0 p95=0.225 delta=0.000 regret=0.000 (space=G0); no_sharedness->G0 p95=0.225 delta=0.000 regret=0.000 (space=G0); no_update_volatility->G0 p95=0.225 delta=0.000 regret=0.000 (space=G0); no_relationship_semantics_no_depth->G0 p95=0.225 delta=0.000 regret=0.000 (space=G0),,,,,,,,,,,,,4.0,0.0,4.0,weak_or_redundant
ldbc_snb,sf0.1,INS4_AddForum,G0,1.9892216660082336,G0|G3,4,2,2,0.0,0.0,0,always_reference->G0 p95=1.989 delta=0.000 regret=0.000; relationship_type_only->G0 p95=1.989 delta=0.000 regret=0.000,always_embed-> p95=0.000 delta=-1.989 regret=0.000; depth_only-> p95=0.000 delta=-1.989 regret=0.000,1.0,1.9892216660082336,0.0,6,6,0,0.0,0.0,0,no_relationship_semantics->G0 p95=1.989 delta=0.000 regret=0.000 (space=G0; removed=G3); no_depth->G0 p95=1.989 delta=0.000 regret=0.000 (space=G0; removed=G3); no_residual_traversal->G0 p95=1.989 delta=0.000 regret=0.000 (space=G0; removed=G3); no_sharedness->G0 p95=1.989 delta=0.000 regret=0.000 (space=G0; removed=G3); no_update_volatility->G0 p95=1.989 delta=0.000 regret=0.000 (space=G0; removed=G3); no_relationship_semantics_no_depth->G0 p95=1.989 delta=0.000 regret=0.000 (space=G0; removed=G3),,,,,,,,,,,,,4.0,0.0,4.0,weak_or_redundant
ldbc_snb,sf0.1,INS8_AddFriendship,G0,0.5134835140779612,G0|G3,4,2,2,0.0,0.0,0,always_reference->G0 p95=0.513 delta=0.000 regret=0.000; relationship_type_only->G0 p95=0.513 delta=0.000 regret=0.000,always_embed-> p95=0.000 delta=-0.513 regret=0.000; depth_only-> p95=0.000 delta=-0.513 regret=0.000,1.0,0.5134835140779613,0.0,6,6,0,0.0,0.0,0,no_relationship_semantics->G0 p95=0.513 delta=0.000 regret=0.000 (space=G0; removed=G3); no_depth->G0 p95=0.513 delta=0.000 regret=0.000 (space=G0; removed=G3); no_residual_traversal->G0 p95=0.513 delta=0.000 regret=0.000 (space=G0; removed=G3); no_sharedness->G0 p95=0.513 delta=0.000 regret=0.000 (space=G0; removed=G3); no_update_volatility->G0 p95=0.513 delta=0.000 regret=0.000 (space=G0; removed=G3); no_relationship_semantics_no_depth->G0 p95=0.513 delta=0.000 regret=0.000 (space=G0; removed=G3),,,,,,,,,,,,,4.0,0.0,4.0,weak_or_redundant
ldbc_snb,sf0.1,IS5_CreatorOfMessage,G0,1.2501776451244946,G0|G3,4,2,2,0.0,0.0,0,always_reference->G0 p95=1.250 delta=0.000 regret=0.000; relationship_type_only->G0 p95=1.250 delta=0.000 regret=0.000,always_embed-> p95=0.000 delta=-1.250 regret=0.000; depth_only-> p95=0.000 delta=-1.250 regret=0.000,1.0,1.2501776451244948,0.0,6,6,0,0.0,0.0,0,no_relationship_semantics->G0 p95=1.250 delta=0.000 regret=0.000 (space=G0; removed=G3); no_depth->G0 p95=1.250 delta=0.000 regret=0.000 (space=G0; removed=G3); no_residual_traversal->G0 p95=1.250 delta=0.000 regret=0.000 (space=G0; removed=G3); no_sharedness->G0 p95=1.250 delta=0.000 regret=0.000 (space=G0; removed=G3); no_update_volatility->G0 p95=1.250 delta=0.000 regret=0.000 (space=G0; removed=G3); no_relationship_semantics_no_depth->G0 p95=1.250 delta=0.000 regret=0.000 (space=G0; removed=G3),,,,,,,,,,,,,4.0,0.0,4.0,weak_or_redundant
ldbc_snb,sf3,INS8_AddFriendship,G0,0.5076339235529299,G0|G3,4,2,2,0.0,0.0,0,always_reference->G0 p95=0.508 delta=0.000 regret=0.000; relationship_type_only->G0 p95=0.508 delta=0.000 regret=0.000,always_embed-> p95=0.000 delta=-0.508 regret=0.000; depth_only-> p95=0.000 delta=-0.508 regret=0.000,1.0,0.5076339235529301,0.0,6,6,0,0.0,0.0,0,no_relationship_semantics->G0 p95=0.508 delta=0.000 regret=0.000 (space=G0; removed=G3); no_depth->G0 p95=0.508 delta=0.000 regret=0.000 (space=G0; removed=G3); no_residual_traversal->G0 p95=0.508 delta=0.000 regret=0.000 (space=G0; removed=G3); no_sharedness->G0 p95=0.508 delta=0.000 regret=0.000 (space=G0; removed=G3); no_update_volatility->G0 p95=0.508 delta=0.000 regret=0.000 (space=G0; removed=G3); no_relationship_semantics_no_depth->G0 p95=0.508 delta=0.000 regret=0.000 (space=G0; removed=G3),,,,,,,,,,,,,4.0,0.0,4.0,weak_or_redundant
